QA4,"  After AC recover, can not access SNMP/GUI/CLI/MTA and clients failed to connect in reinit mac mode."
QA6,"  After UUT has been reset at 50C, The TG1682G/CT P2 has Ethernet function not working"
QA6,  For MoCA 2.0 the value of MIB mocaIfCapabilityMask.40 is 1 after setting defaults.-PROD00221115
QA6,  GW should prefer ACS parameters from DHCPv6 over DHCPv4
QA4, - Modem does not fully bond on RF cut recovery after modem comes out of PSM on AC restore
QA6,  The RESTORE WIFI SETTINGS button on "Troubleshooting > Reset / Restore Gateway" page doesn't restore Network priority settings
QA6,  The setting of Device.MoCA.Interface.1.FreqCurrentMaskSetting fails to constrict channel selecting.
QA4,  TM8202: cmDhcpServerEnable MIB functionality is broken
QA6,"  TM8202: GUI working only with Super User Credentials , not with Regular User Credentials"
QA4,  TM8202: Stability PING test fails with 37% loss - 18hours(approx)
QA6,  Value of arrisRouterLanMappedInterface and Device.Bridging.Bridge.{i}.Port.{i}.LowerLayers are not equivalent after SPV on LowerLayers
QA6,  Wrong value for Device.Hosts.Host.{i}.IPAddress and Device.Hosts.Host.{i}.IPv4AddressNumberOfEntries
QA6, "Device.DHCPv4.Server.Pool.{i}.DNSServers"  doesn't reflect the real DNS servers being offered to LAN DHCP clients in several scenarios
QA6, "Device.WiFi.AccessPoint.{i}.Security.X_ARRIS_COM_EncryptionMode" shows empty when the wifi SSID's encrytion mode is tkipPlusAes(3)
QA4, "Internal error"  occured in PSM testing.
QA4," (Clone from 35786) [Snmp and TLV]In some scenarios,the snmp access is disabled."
QA6, : User is unable to add rules under ¡°Reserved list > DHCP ¡° page.
QA6," : Wi-Fi Security is disabled by default, expected WPA-PSK/WPA2-PSK."
QA3&7, [1652] arrisRouterLanClientAdapterType should return "wireless9" for WiFi client connected to 5G private AP..
QA4, [1652G] USB interface shuts down immediately on removing AC power instead of on DST expiration
QA4, [1652G] USB interface shuts down immediately on removing AC power instead of on DST expiration
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]endpoints connected to ethernet ports can't ping each other
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA6, [34xx][Puma7]MoCA parameters setting via TR69 doesn't take effect
QA3&7, [862S] 2.4G radio is on after setting arrisRouterWanIPProvMode.0 to disabledBridge.
QA3&7, [AP Scan] [QCA] Operating standard value list is uncertainty.
QA6, [CDRouter] dns_tcp_130 LAN client can not receive dns reply when sent dns_tcp request .
QA3&7, [CELENO] Generic error/Timeout error when using snmp walk(v2/v3) command to walk wifi table.
QA6, [cloned][PD7564] SReference value in GUI -> Advanced->Config Params do not match with the value in config file
QA6, [CR040][LGI][Chrome-Remote login]: ¡°Welcome back¡± string flashes in bold letter for few seconds when user refreshes the GUI page
QA6, [CT P5] Setting arrisTR69EnableCWMP MIB does NOT start or stop dimclient
QA6, [CT] 'Reset password' button in Troubleshooting>Reset/Restore Gateway not work.
QA3&7, [IOT] NEST thermometer doesn't get stateful V6 address assigned.
BLR, [LGI Tone]: TG3492LG-LC (UPC) Slovakia dial tone timeout process is incorrect.
QA3&7, [LGI/VM] - VM has set WMM disabled Task 12418 - This creates an invalid configuration and client can't connect to 2.4G in nOnly or 5G in nOnly/nacMix modes
QA6, [LGI] : Parental Control: Throwing error on addition of  valid websites in "Add a Websites" and "Add an Exception" option
QA6, [LGI] Admin GUI session timeout is not happening in 10 minutes as per "Mercury solution Doc".
QA6," [LGI] In Parent control page , 'Add another website' link  wiil not show up when there are more than 30 rule in the block list.  "
QA6, [LGI]- Unspecified and reserved multicast IPv6 address are accepting while creating IP & Port filtering rule without any error pop up
QA6, [LGI]:¡°Connected to¡± parameters under "Attached devices/ Connected devices¡± lists are not in sync with Mercury Interaction Design
QA6, [LGI][GW] RND DB Read not working in full bridge mode after reboot.
QA3&7, [LGI][hotspot] "Kernel panic - not syncing: Fatal exception in interrupt" found in atom port during Hotspot testing
QA6, [LGI]Changes made in  AP WPS PIN UI page is not reflecting in SNMP-MIB
QA3&7, [MTK] [DFS]  TG1652S/CE DFS test is failed in load 103AE
QA3&7, [MTK] [WiFi Robustness] [1652S/CE] The 11AC 5G up-link traffic flow is blocked up when test WiFi Throughput vs Interference Signal Strength
QA3&7, [MTK] Timeout error when using snmpbulkwalk command to walk wifi table.
QA3&7, [MTK] WEP/WPA key values didn't be hidden when walk key value object.
QA3&7," [MTK][Band Steering] Enable 2GHz Persist, dual band client should connect to 5G if probe request on 5G received by AP within HoldTime."
QA3&7," [MTK][Band Steering] Enable 5G RSSI, dual band client can NOT be steered to 2.4G from 5G when 5G RSSI < RssiLow ¨C delta."
QA3&7," [MTK][Band Steering] Enable Band Steering, WPS pairing via soft push button configuration doesn¡¯t work well."
QA3&7," [MTK][Band Steering] Enable RSSI Diff, DBC client should connect to 2.4G immediately if RSSI2.4G > RSSI5G by RssiDiff."
QA3&7," [MTK][Band Steering] In Band Steering Testing, STA can NOT connect to AP anymore while ¡°bndstrg_insert_entry(): Table is full!¡± is found in ATOM."
QA3&7, [MTK][Band Steering] RSSI Diff doesn¡¯t work well if both 5G RSSI and RSSI Diff are enabled.
QA3&7, [MTK][Band Steering] TG1652G does not work well on dynamic change between 2.4G and 5G.
QA3&7," [MTK][Band Steering][SBG7400] Enable 2GHz Persist, dual band client should connect to 5G if probe request on 5G received by AP within HoldTime."
QA3&7," [MTK][Band Steering][SBG7400] Enable 5G RSSI, dual band client can NOT be steered to 2.4G from 5G when 5G RSSI < RssiLow ¨C delta."
QA3&7," [MTK][Band Steering][SBG7400] Enable RSSI Diff, DBC client should connect to 2.4G immediately if RSSI2.4G > RSSI5G by RssiDiff."
QA3&7," [MTK][SBG7400] Enable Band Steering, WPS pairing via soft push button configuration doesn¡¯t work well."
QA3&7," [MTK][SBG7400] In Band Steering Testing, STA can NOT connect to AP anymore while ¡°bndstrg_insert_entry(): Table is full!¡± is found in ATOM."
QA6, [Persistence] The offline LAN reserved dhcp client lists doesn't persist after modem reboot
QA6," [Puma5][CT] In Troubleshooting > Reset / Restore Gateway page, the ""Reset password"" button does not work  via wan side."
QA3&7, [QCA]  TG1682 RF Interference of bluetooth and random noise decreased wifi throughput to nearly 0.
QA3&7, [QCA] [2.4G] TG2492LG sometimes does not support client signal bandwidth of 40Mhz when modem's channel width is set to 20Mhz and 40Mhz
QA3&7," [QCA][ATM] When  ATM Algorithm type is set to weighted fairness (Value=2), UDP throughput of stations weighted in different is equivalent if stations worked on 80MHz and 40MHz"
QA3&7, [QCA][Band Steering]Band Steering can NOT be enabled on multiple pairs of SSIDs at the same time.
QA3&7, [QCA][Band Steering]Band Steering should NOT check passphrase on the opposite band if security mode is open.
QA3&7, [QCA][LGI] 11ac 3x3 WiFi LAN to WLAN throughput dropped about 50Mbps after enable RSG and WiFi statistics
QA3&7," [QCA][LGI] 11ac 3x3 WiFi LAN to WLAN throughput dropped about 70Mbps after enable advanced features include ATM, RSG, WiFi statistics, Band Steering, BSS Steering, Plume and AP Scan."
QA3&7," [QCA][LGI] arrisRouterWifiMgmtClientStats entry update interval is about 1 minute, and some of the wifi clients connected less than 1 minute were lost(no entry in the table)"
QA3&7, [QCA][LGI] arrisRouterWifiMgmtClientStats info won't be updated if wifi settings changed.
QA3&7, [QCA][LGI] arrisRouterWifiMgmtClientStatsRSSI improve noise floor
QA3&7, [QCA][LGI] arrisRouterWifiMgmtClientStatsRSSI should be a minus
QA3&7, [QCA][LGI] DUT can't work on 40Mhz channel bandwidth by setting arrisRouterWiFiAllow40MHzOnlyOperation.
QA3&7, [QCA][LGI] DUT select the channel that interference AP work on for 5G radio.
QA3&7, [QCA][LGI] MIB arrisRouterWifiMgmtClientStatsAssociationsCount always remain 1 and MIB arrisRouterWifiMgmtClientStatsFwdId is not 0 when client currently not connected
QA3&7, [QCA][LGI] MIB arrisRouterWifiMgmtClientStatsEncryptMethod always remain tkip
QA3&7, [QCA][LGI] There are only 2 mibs during walking arrisRouterWifiMgmtClientStatsTable
QA3&7, [QCA][LGI]Get arrisRouterWifiMgmtClientStatsAssociationsCount.1 value via snmpget will return Wrong Type (should be Counter32)
QA3&7, [QCA][LGI]Reboot modem will disable arrisRouterWifiMgmtClientStatsEnable
QA3&7," [QCA][SDK5.0] Enable multi SSID, DUT alawys select channel 1 for 2.4G radio and channel 36 for 5G radio."
QA3&7, [QCA][TG1682G] DUT always select channel 6 for 2.4G radio and channel 36 for 5G radio.
QA4, [RDK-B] Wired and wireless client cannot get IP address after modem recover from reboot in PSM
QA3&7," [RDKB][ACS][CRM#531]The 2.4G WiFi Auto Channel Selection doesn¡¯t work well, the modem doesn¡¯t choose the best performance channel with interference traffic."
QA3&7," [RDKB][ACS]5G WiFi Auto Channel Selection doesn¡¯t work well, the modem doesn¡¯t choose the best channel"
QA3&7, [RDKB][Band Steering] 5GHzCapableTable and 2.4GHzTempBlackListTable can NOT be obtained via TR69 after WiFi clients association
QA3&7, [RDKB][Band Steering] Modem SHOULD ignore Direct Probe Request on 5G if the RSSI is lower than the 5GHzRSSIThreshold.
QA3&7, [RDKB][Band Steering] Modem should ignore probe request of client on 2.4G if client MAC is in 2.4GhzTempBlackListTable
QA3&7, [RDKB][Band Steering] The 5GhzCapableTable MUST not be cleared after modem reboot.
QA3&7, [RDKB][Band Steering] The client info should be removed from the 2.4GhzTempBlackListTable if the RSSI is lower than the 5GhzThreshold minus the Delta.
QA3&7, [RDKB][Band Steering]Band Steering should NOT check passphrase on the opposite band if security mode is open.
QA3&7," [RDKB][Band Steering]Modem crashed and GPV/SPV failed during Band Steering Testing, found ¡°Failed to connect to hostapd - wlan0_0 - wpa_ctrl_open¡± in ATOM."
QA3&7, [RDKB][CRM#503] 2.4G low throughput performance with Buffalo Bridge (near station issue).
QA3&7, [RDKB]Modem doesn¡¯t work well with 5G weak client signal while 77.08 load is doing better.
QA6, [SDK5.0] DUT cannot connect to the ACS when ACSUrl is set with IPv6 protocol.
QA6, [SDK5.0] Modem cannot connect to ACS when ACS URL configured with HTTPS.
QA3&7, [TG2492/S] WiFi 2.4G radio can't work on channel 12 &13 under EU region country code.
QA6, [TG3442/DE][Multi-Language][login page] Username and password in input box was not translated to other language
QA3&7, [Throughput][MTK] TG1652S/CE UDP up-link throughput performance  is low on 5G 11n 20Mhz/40Mhz
QA3&7, [Throughput][multicast]  TG2492LG wireless multicast throughput is lower than unicast
BLR, [TM8202] [TW-VTP]: Modem is responding with "488 SDP error" when SDP contains unknown parameter
QA6, [TS9.1 MAR2015][auto download] there is no 852 CT NCS load on load server for TS9.1.76A
QA3&7," [TWC] WiFi client reconnect with modem via IPv4/IPv6, release time will not be reset."
QA6, [XML Provisioning] LGI fails to configure GW via XML file
QA6, [XML Provisioning] LGI fails to configure GW via XML file
QA6, [XREF: 11612] Merge 25095 to 103M2P: Add system() wrapper to SNMP MIBs that make system calls
QA2, [XREF: PD32048] Merge 32256 to AR01.01.55: Mitigate XSS vulnerabilities - Parental Control
QA6, ¡°arrisRouterTrustedDeviceStatus¡± and ¡°arrisRouterTrustedDeviceTr69InstanceID¡± will reply empty vaule when used TR69 add an object.
QA6, ¡°Device.UserInterface.PasswordReset" Parameter data type is displayed as string
QA6," ¡°IP flood detection¡± , ¡°Port scan detection¡± and ¡°Blockfragmented IP packets¡± function will not take effect after user setting from GUI."
QA4, 1652G Wi-Fi does not recover when AC Power is restored for partial service & keepallusds
QA4, 1652G Wi-Fi does not recover when AC Power is restored for partial service & keepallusds
QA6, '4 VALUE CHANGE' is not included in GW inform when Device.ManagementServer.ManageableDeviceNumberOfEntries is Passive Notification
QA6, Able to configure invalid domain name and invalid ipv4/ipv6 address in website filter field via GUI/XML
QA6, Active Access point page is always loading without displaying
QA6," Admin GUI is not accessible from LAN side, if that device is added to Blocked list"
QA2, Advanced page is protected with password when MIB arrisCmDoc30AccessHttpPwCtrl set to 0
QA4," After reset modem from CMTS or SNMP Mib, modem can¡¯t online successfully when modem in PSM mode ."
QA6," After SPV ProvisioningCode to non-ASCII character, CWMP session crashed"
QA6, All setting via SNMP can't persist after upgrade from 7.5.125L to 9.1.103S5E besides the acs_url
QA6, arrisTR69RetryMinimumWaitInterval and arrisTR69RetryIntervalMultiplier only change on IPv6 part when connect with IPv4 url sometimes
QA6, arrisTR69TransportInterface can¡¯t take effect when connect to ACS server via IPv6 address
QA6, arrisTR69TransportIPVersion will change back to unknown over power cycle
QA6, Battery Installed and power status fields are displayed incorrect info when AC Power is off
BLR, Battery related ups mibs are not accessible via MTA IP address before and after entering into PSM
QA6, Battery status should display correct status in status bar after login
QA6, BG Protection default value should be false in Wireless 2.4GHz->Advanced page with 1652A/NA modem.
QA6, Can not enable MoCA from CM configuration file with MIB mocaIfEnable.40.
QA6, Captive portal wizard page settings are not taking effect when WiFi security mode is set to "Open"
QA6," Changing Wireless mode from mix gn to b, snmp reader lock issue is happening"
